hhid,choice,PPkStk,PBBStk,PFlStk,PHseStk,PGenStk,PImpStk,PSSTub,PPkTub,PFlTub,PHseTub
2103911,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2103911,1,0.39,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2103978,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2103978,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2103978,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2104109,1,0.66,0.67,1.08,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2104109,8,0.66,0.67,1.08,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2104109,8,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2104109,8,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2104109,1,0.29,0.67,1.08,0.57,0.35,0.93,0.85,1.09,1.19,0.33
2104109,1,0.63,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.58
2104109,1,0.63,0.66,0.99,0.57,0.36,0.93,0.85,1.09,1.18,0.59
2104109,8,0.63,0.67,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2104109,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2104109,1,0.29,0.5,0.99,0.57,0.35,0.69,0.79,1.09,1.19,0.67
2104109,2,0.62,0.5,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.59
2104109,4,0.62,0.5,1.09,0.29,0.38,0.75,0.85,1.09,1.19,0.59
2104109,5,0.62,0.5,0.99,0.31,0.36,0.75,0.85,1.1,1.19,0.59
2104109,1,0.62,0.5,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2104109,2,0.62,0.61,0.99,0.49,0.34,0.75,0.85,1.09,1.19,0.59
2104109,8,0.62,0.61,0.99,0.49,0.34,0.75,0.65,1.09,1.19,0.59
2104109,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2104109,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2104109,8,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2104109,8,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2104109,4,0.58,0.45,0.99,0.25,0.29,0.72,0.9,1.11,1.19,0.77
2104109,2,0.58,0.25,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2104109,8,0.58,0.25,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2104109,1,0.29,0.51,0.99,0.33,0.33,0.72,0.85,1.07,1.21,0.59
2104109,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2104109,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2104109,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2104109,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2104109,8,0.58,0.5,0.99,0.29,0.46,0.83,0.79,1.07,1.19,0.56
2104240,1,0.29,0.67,1.09,0.57,0.35,0.93,0.85,1.09,1.19,0.33
2104240,5,0.63,0.63,1.11,0.58,0.36,0.33,0.85,1.08,1.19,0.47
2104240,1,0.62,0.51,0.99,0.57,0.36,0.71,0.85,1.12,1.11,0.63
2104240,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2104240,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2104240,1,0.5,0.6,0.99,0.45,0.33,0.75,0.85,1.08,1.19,0.59
2104240,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2104240,2,0.58,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2104240,1,0.29,0.5,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2104240,1,0.29,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2104240,1,0.58,0.58,0.99,0.29,0.33,0.7,0.79,1.07,1.19,0.57
2104240,1,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.55
2104240,4,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2104273,1,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.5
2104273,5,0.66,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2104273,5,0.63,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2104273,1,0.29,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2104273,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2104273,2,0.62,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2104273,5,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
2104273,1,0.62,0.61,0.99,0.57,0.36,0.71,0.85,1.09,1.19,0.59
2104273,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2104273,4,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2104273,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2104273,5,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2104273,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2104273,4,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2104273,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2104273,4,0.58,0.58,0.99,0.29,0.25,0.72,0.85,1.07,1.19,0.59
2104273,1,0.29,0.5,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2104273,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
2104273,4,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2104406,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2104406,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2104406,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2104406,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2104455,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2104455,7,0.39,0.5,0.99,0.29,0.33,0.69,0.56,1.07,1.19,0.56
2104638,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2104638,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2104638,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.71
2104638,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2104638,4,0.58,0.45,1.02,0.25,0.34,0.92,0.85,1.07,1.19,0.59
2104638,1,0.39,0.51,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2104695,7,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2104695,7,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2104695,7,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2104695,7,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2104695,7,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2104695,7,0.58,0.45,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2104695,7,0.58,0.25,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2104695,7,0.58,0.58,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2104695,7,0.29,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2104695,7,0.58,0.63,0.99,0.35,0.33,0.72,0.85,1.07,1.19,0.59
2104695,7,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2104695,7,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2104695,7,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2104919,7,0.63,0.67,1.01,0.57,0.49,0.77,0.88,1.08,1.17,0.5
2104919,7,0.63,0.67,1.09,0.57,0.39,0.93,0.7,0.98,1.17,0.59
2104919,7,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2104919,7,0.19,0.58,0.99,0.29,0.33,0.69,0.5,1.12,1.19,0.56
2104950,1,0.62,0.61,0.99,0.49,0.34,0.75,0.85,1.09,1.19,0.59
2104950,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2105254,4,0.63,0.67,1.08,0.57,0.49,0.79,0.85,0.98,1.17,0.59
2105254,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2105254,8,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2105254,5,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2105254,3,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
2105254,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2105254,1,0.5,0.5,0.99,0.45,0.33,0.78,0.7,1.07,1.19,0.78
2105254,5,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2105296,4,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2105296,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2105296,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2105296,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2105296,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2105486,6,0.67,0.67,1.08,0.57,0.49,0.83,0.85,0.98,1.17,0.5
2105486,1,0.67,0.67,1.08,0.57,0.49,0.92,0.85,0.98,1.17,0.59
2105486,1,0.63,0.67,1.08,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2105486,1,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2105486,1,0.62,0.61,1.09,0.57,0.33,0.84,0.84,1.09,1.2,0.59
2105486,1,0.62,0.5,0.99,0.3,0.36,0.75,0.85,1.09,1.19,0.59
2105486,1,0.62,0.5,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.61
2105486,1,0.62,0.5,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2105486,2,0.62,0.61,0.99,0.49,0.34,0.75,0.85,1.09,1.19,0.59
2105486,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2105486,1,0.25,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2105486,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2105486,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2105486,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2105551,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2105551,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2105551,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2105932,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2105932,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2105932,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2105932,4,0.58,0.45,0.99,0.25,0.29,0.72,0.9,1.11,1.19,0.77
2105932,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2106013,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106013,7,0.58,0.58,0.99,0.29,0.25,0.72,0.85,1.07,1.19,0.59
2106195,1,0.5,0.58,0.99,0.19,0.34,0.72,0.85,1.07,1.19,0.59
2106195,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106195,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106195,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2106195,7,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2106195,1,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2106195,7,0.58,0.5,0.99,0.29,0.45,0.69,0.79,1.07,1.19,0.56
2106294,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2106294,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2106294,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106294,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106294,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106294,1,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106302,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2106302,2,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
2106302,1,0.62,0.5,0.99,0.31,0.36,0.75,0.85,1.1,1.19,0.59
2106302,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2106302,7,0.58,0.61,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2106302,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106302,1,0.5,0.5,0.99,0.45,0.33,0.78,0.91,1.07,1.19,0.78
2106302,1,0.5,0.5,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106302,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106302,7,0.58,0.25,0.99,0.29,0.34,0.72,0.5,1.07,1.19,0.59
2106302,7,0.39,0.19,0.99,0.29,0.34,0.69,0.56,1.07,1.19,0.56
2106310,1,0.66,0.59,1.11,0.57,0.33,0.96,0.85,1.09,1.19,0.59
2106310,1,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2106310,1,0.63,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.47
2106310,1,0.63,0.67,1,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2106310,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2106310,1,0.62,0.61,1.09,0.57,0.33,0.82,0.85,1.09,1.19,0.59
2106310,1,0.62,0.61,1.04,0.29,0.36,0.74,0.85,1.09,1.19,0.59
2106310,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2106310,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2106310,1,0.5,0.58,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
2106310,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106310,1,0.58,0.58,0.99,0.25,0.25,0.72,0.85,1.07,1.19,0.59
2106310,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106310,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2106369,8,0.62,0.47,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2106369,2,0.62,0.5,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.59
2106369,1,0.62,0.5,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2106369,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106369,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2106377,1,0.19,0.59,1.08,0.57,0.42,1.03,0.85,1.09,1.19,0.6
2106377,1,0.63,0.59,1.08,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2106377,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2106377,2,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2106377,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2106377,1,0.5,0.58,0.99,0.19,0.34,0.72,0.85,1.07,1.19,0.59
2106377,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2106377,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2106427,1,0.19,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2106427,1,0.63,0.59,1.08,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2106427,7,0.63,0.6,1.08,0.57,0.36,0.96,0.85,1.09,1.19,0.59
2106427,2,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
2106427,1,0.29,0.5,1.01,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2106427,6,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2106427,5,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106427,6,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106427,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106427,7,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2106567,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2106567,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2106567,1,0.5,0.5,0.99,0.45,0.33,0.78,0.91,1.07,1.19,0.78
2106567,1,0.29,0.51,0.99,0.33,0.33,0.72,0.85,1.07,1.21,0.59
2106567,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2106567,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2106799,2,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2106799,2,0.63,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2106799,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2106799,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2106799,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2106799,2,0.58,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2106799,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2106799,2,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2107094,1,0.46,0.59,1.08,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2107094,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.18,0.62
2107094,1,0.62,0.5,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.61
2107094,1,0.62,0.5,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2107094,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2107094,1,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2107094,6,0.5,0.5,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2107094,1,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.07,1.19,0.54
2107094,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2107094,1,0.58,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2107243,1,0.63,0.67,1.09,0.57,0.33,0.93,0.85,0.98,1.17,0.59
2107243,8,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2107243,8,0.63,0.67,1.09,0.57,0.36,0.92,0.85,1.09,1.2,0.53
2107243,1,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.59
2107243,8,0.62,0.6,0.99,0.33,0.36,0.79,0.85,1.09,1.19,0.57
2107243,8,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2107243,1,0.29,0.5,0.99,0.3,0.33,0.72,0.85,1.07,1.19,0.59
2107243,8,0.47,0.54,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2107243,6,0.47,0.54,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2107243,1,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2107318,8,0.63,0.68,1.08,0.57,0.49,0.79,0.85,0.98,1.17,0.59
2107318,1,0.63,0.68,1.08,0.57,0.49,0.79,0.85,0.98,1.17,0.59
2107318,2,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2107318,8,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2107318,1,0.19,0.59,1.08,0.57,0.42,1.03,0.85,1.09,1.19,0.6
2107318,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2107318,1,0.25,0.6,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
2107318,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2107318,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2107391,5,0.63,0.67,1.09,0.57,0.33,0.93,0.85,0.98,1.17,0.59
2107391,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2107391,5,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2107391,5,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
2107391,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2107391,4,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.58
2107391,4,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2107391,3,0.62,0.39,0.99,0.45,0.33,0.75,0.65,1.09,1.19,0.59
2107391,2,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2107391,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2107391,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2107391,4,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2107391,4,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2107391,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2107391,4,0.58,0.58,0.99,0.34,0.33,0.72,0.85,1.07,1.19,0.59
2107391,4,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2107391,1,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2107391,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2107391,4,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2107391,4,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2107391,1,0.19,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2107698,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2107698,4,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2107698,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2107698,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2107698,2,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2107698,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2107698,4,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2107698,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2107698,4,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2107698,4,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2107706,4,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2107706,4,0.39,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2107888,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2107888,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2107888,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2107888,2,0.19,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2107953,7,0.58,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2107979,5,0.67,0.67,1.08,0.57,0.49,1.44,0.85,0.98,1.17,0.59
2107979,5,0.63,0.67,1.09,0.57,0.33,0.75,0.85,0.98,1.17,0.59
2107979,5,0.63,0.67,1.09,0.57,0.33,0.93,0.85,0.98,1.17,0.59
2107979,5,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2107979,5,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2107979,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2107979,5,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.51
2107979,10,0.63,0.67,0.99,0.57,0.36,0.87,0.85,1.09,1.15,0.59
2107979,2,0.62,0.29,1.09,0.58,0.36,1.38,0.85,1.09,1.19,0.7
2107979,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2107979,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2107979,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2107979,1,0.29,0.45,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2107979,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2108142,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2108142,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2108142,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2108142,2,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2108142,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2108142,2,0.58,0.39,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
2108142,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2108142,2,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2108142,2,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2108142,2,0.58,0.44,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2108142,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2108142,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
